65722	2
19021	3
68522	1
23776	4
34207	13
31037	1
53499	10
32676	4
53926	3
4926	1
38926	1
51620	1
63852	1
54685	2
11852	11
81508	1
49508	1
28761	14
72708	1
76455	1
62490	2
46781	2
4992	274
21780	2
66368	2
82827	1
71444	2
61462	1
79325	1
43975	2
30114	1
30103	15
1780	1
22467	3
55239	1
2117	266
53693	3
79852	1
61139	1
9867	3
33169	2
15825	120
24971	1
85291	1
14595	1
65463	1
9336	1
46367	1
24688	2
30107	8
48850	2
7453	1
61605	1
18259	7
54524	2
65503	1
11857	1
54088	1
68438	2
75823	20
20775	153
2938	470
35017	6
1732	1
46953	6
21834	1
54948	1
9154	2
86349	1
86303	1
57616	1
37879	1
6613	34
1310	377
24831	2
49029	3
43634	3
63711	7
64887	1
3118	107
17895	2
69587	1
64065	12
86110	1
19615	1
76200	1
34931	7
36398	27
73431	1
85723	2
24436	2
23034	6
26735	1
17341	6
82298	1
18690	1
36572	3
86970	3
36449	2
75254	1
77378	1
30427	1
74425	1
36945	2
17476	1
72360	1
36329	3
78416	1
74590	1
75790	5
12532	2
18584	1
73974	1
34099	7
32931	1
43453	1
45323	2
2744	1
28328	7
59818	51
41086	1
61154	1
72617	1
77213	3
19085	2
22868	7
12579	6
9618	1
45951	4
61979	3
39984	1
15547	3
80540	2
58421	1
13110	1
31021	1
30531	5
57091	1
51542	8
5688	564
26990	1
19203	1
34357	1
64812	1
77477	1
79533	1
27891	12
25462	1
38836	1
63737	1
65806	1
44695	1
5708	2
23269	12
67480	8
39976	1
58607	3
64558	1
63235	11
70378	17
56544	1
85477	1
78639	1
56961	1
66816	1
43456	19
75923	1
30010	69
69265	5
2175	5
53736	1
43018	5
36700	1
26625	1
57106	1
24418	4
71061	2
39053	3
67067	1
8433	6
55300	2
17611	1
9457	3
53495	1
45881	3
70638	1
36522	1
4779	126
49847	1
70353	1
17613	10
68542	2
58258	5
9458	19
24026	1
32420	1
25612	1
31791	4
71656	2
49194	1
72752	1
14730	1
32083	62
23262	18
39021	2
73273	3
31416	1
57914	2
8087	32
18124	1
282	1
85647	1
46269	4
3202	61
42424	1
73356	1
30075	1
50425	1
31319	1
41026	1
70924	4
40979	1
68995	11
34982	1
41946	2
77436	1
69956	1
50885	2
33434	11
53384	1
8896	29
15526	15
17909	67
62316	2
21549	11
86684	2
63203	4
31575	1
85711	1
3655	92
38283	3
55759	33
46213	1
21212	1
7047	2
18083	1
7229	1
60472	8
42223	56
7246	1
86841	2
3380	140
52086	2
58869	2
51100	1
26305	1
24457	2
58736	3
28108	2
19314	1
35129	11
81139	2
51212	1
47455	3
25985	1
84769	3
53946	4
22039	26
12487	2
87010	5
63611	1
3337	29
19751	1
3685	35
5519	211
71872	1
29334	1
84377	1
24505	2
163	20
13216	1
55553	2
2321	1
3930	13
69962	2
6372	9
28431	5
11068	1
57980	2
21658	36
1123	27
56324	4
65550	7
82912	1
48512	1
11418	1
45033	1
31784	1
36098	15
85802	9
79895	1
74394	2
86576	2
37820	3
82343	1
3137	68
65292	1
66704	5
79469	2
77915	1
19881	1
21300	1
70070	2
33273	2
58220	1
80044	1
59421	1
56848	1
64665	2
80020	5
32459	1
4063	116
83144	1
32633	1
37893	1
39517	9
74333	3
75429	1
15157	1
6893	4
60853	1
53787	1
34244	27
66351	1
14597	48
68188	1
21700	6
30611	2
48222	1
80041	2
60679	1
77989	1
3360	3
29265	14
25417	11
78582	1
73629	5
63676	1
35347	5
32658	7
58265	1
34733	2
45901	4
41538	1
74123	6
61934	2
53553	1
57518	4
5456	31
47400	2
21945	1
18562	3
75879	12
7507	9
53899	3
45356	1
66182	1
50573	1
8964	13
35914	1
62105	2
6244	1
60709	1
2312	3
54881	1
28400	14
48100	1
7482	13
57721	3
57522	4
10054	1
81577	1
41609	1
67507	30
37276	16
36479	23
70427	11
50807	5
38234	10
28280	1
72664	8
85479	1
35895	1
68129	1
73955	3
11308	2
17638	1
25070	2
28523	6
65676	4
79014	5
38710	2
11699	1
38672	9
3885	448
67647	1
15420	1
23813	2
53151	1
40814	5
46318	2
56592	12
29155	1
14944	1
27848	2
84458	1
47595	13
67654	1
62839	1
19646	21
86464	2
25520	1
3474	110
8318	8
19524	1
4613	16
54860	1
23202	4
36507	1
44806	1
21640	20
10004	1
67436	1
68024	1
8476	50
35146	8
28858	25
55771	4
44254	1
46418	1
59530	1
4499	5
35066	6
60018	11
23308	1
75726	1
2889	15
48640	6
56512	2
24846	44
75077	1
10642	2
49795	1
25891	1
2256	70
85349	1
20526	1
